key_id,Job Number,Bin,ProfessionalCertificate,Filing Status,SignoffDate,House Number,Street Name,Community Board,Borough,Longitude,Latitude,Work Type Name,Filing Date,CPE Assigned Date,CPE Action Date,PE Assigned Date,First Objection Date,Latest Objections Date,Latest Resubmit Date,Plan Approved Date,Latest Permit Issued Date,Latest Permit Signed Off Date,Procert QA Supervisior Assigned Date,Procert QA Clerk Assigned Date,QA Failed Date,Job Type,Job Description
M00046080-I1_Side_Walk_Shed,M00046080-I1,1001228,Yes,Permit Entire,,140,WEST STREET,101,MANHATTAN,-74.01294,40.71378,Side Walk Shed,5/22/2018,,,,,,,5/23/2018,9/27/2018,,5/22/2018,5/23/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED DURING BUILDING ALTERATION, FILED SEPARATELY. SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION."
M00007051-I1_Sign,M00007051-I1,1001232,Yes,Signed Off,4/17/2018,217,BROADWAY,101,MANHATTAN,-74.00885,40.71175,Sign,2/14/2018,,,,,,,2/14/2018,2/14/2018,,2/14/2018,2/14/2018,,A2,"ERECT A NON-ILLUMINATED BUSINESS ACCESSORY WALL SIGN. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00003124-I1_Antenna,M00003124-I1,1001237,No,Permit Entire,,30,VESEY STREET,101,MANHATTAN,-74.00982,40.71215,Antenna,3/16/2018,3/16/2018,3/19/2018,3/19/2018,3/19/2018,7/25/2018,7/30/2018,8/6/2018,8/7/2018,,,,,A2,"AT&T - Replacement and installation of RRH units on roof.  Relocation of existing sector on roof.  Retrofit of existing cabinets in the existing equipment room in the 18th floor.  All work in compliance with TPPN 5/98.  No change of occupancy, use, or egress."
M00046550-P1_Scaffold,M00046550-P1,1001244,Yes,Approved,,26,ANN STREET,101,MANHATTAN,-74.00796,40.71064,Scaffold,6/1/2018,,,,,,,6/2/2018,,,6/1/2018,6/1/2018,,A2,"INSTALLATION OF PIPE SCAFFOLDING IN ACCORDANCE WITH CHAPTER 33 OF THE 2014 BUILDING CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY"
M00065023-I1_Scaffold,M00065023-I1,1001266,Yes,Permit Entire,,42,ANN STREET,101,MANHATTAN,-74.00724,40.71025,Scaffold,8/22/2018,,,,,,,8/27/2018,8/27/2018,,8/22/2018,8/23/2018,,A2,"Installation of temporary supported scaffold per plan submitted. Work shall comply with 2014 building codes chapter 33. No change in use, egress and/or occupancy with this application."
M00050270-I1_Scaffold,M00050270-I1,1001268,Yes,Permit Entire,,165,WILLIAM STREET,101,MANHATTAN,-74.00597,40.71028,Scaffold,6/25/2018,,,,,,,6/26/2018,6/26/2018,,6/25/2018,6/25/2018,,A2,"INSTALLATION OF PIPE SCAFFOLD AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00039815-I1_Sign,M00039815-I1,1001278,Yes,Permit Entire,,19,BEEKMAN STREET,101,MANHATTAN,-74.00632,40.71075,Sign,5/31/2018,,,,,,,6/1/2018,6/7/2018,,5/31/2018,5/31/2018,,A2,"ILLUMINATED NON ADVERTISING DOUBLE FACED PROJECTING ACCESSORY SIGN - 130 WILLIAM. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
M00015009-I1_Antenna,M00015009-I1,1001280,No,Signed Off,7/30/2018,150,WILLIAM STREET,101,MANHATTAN,-74.0058,40.70952,Antenna,3/28/2018,3/28/2018,3/29/2018,3/29/2018,,,,3/29/2018,4/2/2018,,,,,A2,"Removal of all metropcs equipment cabinets, antennas, coaxial cables & related supports. removal of telco board & associated telco wiring. Removal and disposal of all metropcs equipment support structure including platform mounts. Repair and restore parapet & coaxial penetrations. All work in conformance with TPPN #5/98. Scope of work does not change occupancy, use or egress."
M00040735-I1_Sign,M00040735-I1,1001281,Yes,Permit Entire,,156,WILLIAM STREET,101,MANHATTAN,-74.00558,40.70977,Sign,5/24/2018,,,,,,,5/24/2018,6/27/2018,,5/24/2018,5/24/2018,,A2,"NON ILLUMINATED NON ADVERTISING ACCESSORY BANNER SIGN - BLUE SCHOOL. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
M00005277-I1_Side_Walk_Shed,M00005277-I1,1001289,Yes,Permit Entire,,100,GOLD STREET,101,MANHATTAN,-74.00324,40.7101,Side Walk Shed,12/13/2017,,,,,,,3/19/2018,8/15/2018,,12/13/2017,12/13/2017,12/14/2017,A2,"INSTALLATION OF APPROXIMATELY 94 LF OF 8'-0"W X 10'-0"H AND 62 LF OF 8'-0"W X 12'-0"H TEMPORARY SIDEWALK SHED AS PER PLANS FOR PUBLIC PROTECTION. NO CHANGE IN USE, EGRESS AND OCCUPANCY."
M00052335-I1_Scaffold,M00052335-I1,1001318,Yes,Permit Entire,,11,FULTON STREET,101,MANHATTAN,-74.00294,40.70675,Scaffold,6/19/2018,,,,,,,6/19/2018,6/19/2018,,6/19/2018,6/19/2018,,A2,"INSTALLATION OF TEMPORARY SCAFFOLD FOR WORKER ACCESS DURING CONSTRUCTION AS PER PLANS. SCAFFOLD SHALL COMPLY WITH CHAPTER 33 OF THE 2014 NYC BUILDING CODE. NO CHANGE IN USE, EGRESS, OR OCCUPANCY."
M00022412-I1_Fence,M00022412-I1,1001356,Yes,Permit Entire,,41,PARK ROW,101,MANHATTAN,-74.00619,40.71167,Fence,2/27/2018,,,,,,,2/27/2018,9/24/2018,,2/27/2018,2/27/2018,,A2,"INSTALLATION OF PLYWOOD FENCE, AS PER DRAWINGS. PLYWOOD FENCE SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION."
M00052989-I1_Antenna,M00052989-I1,1001362,No,Objections,,264,WATER STREET,101,MANHATTAN,-74.00162,40.7087,Antenna,7/23/2018,7/23/2018,7/23/2018,7/23/2018,7/23/2018,7/24/2018,,,,,,,,A2,"Tmobile/MetroPCS - Installation of antenna sectors with related antenna components on the roof. Removal of antennas on the roof. Replacement of equipment cabinet in existing equipment area in the basement. All work is in compliance with TPPN 5/98. No change in use,egress, or occupancy."
M00066701-I1_Side_Walk_Shed,M00066701-I1,1001389,Yes,Permit Entire,,375,PEARL STREET,101,MANHATTAN,-74.00118,40.71091,Side Walk Shed,8/3/2018,,,,,,,8/3/2018,9/24/2018,,8/3/2018,8/3/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED DURING BUILDING ALTERATION, FILED SEPARATELY. SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION."
M00066290-I1_Side_Walk_Shed,M00066290-I1,1001409,Yes,Permit Entire,,100,CHURCH STREET,101,MANHATTAN,-74.01014,40.71329,Side Walk Shed,7/31/2018,,,,,,,8/1/2018,8/3/2018,,7/31/2018,7/31/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00038097-I1_Sign,M00038097-I1,1001410,Yes,Permit Entire,,33,PARK PLACE,101,MANHATTAN,-74.00927,40.71368,Sign,5/10/2018,,,,,,,6/28/2018,6/28/2018,,5/10/2018,5/10/2018,6/25/2018,A2,"Erect illuminated accessory business wall sign reading "AT&T with Logo". No change in use, egress or occupancy"
M00064662-I1_Scaffold,M00064662-I1,1001416,Yes,Permit Entire,,101,BARCLAY STREET,101,MANHATTAN,-74.01224,40.71451,Scaffold,7/25/2018,,,,,,,7/26/2018,7/26/2018,,7/25/2018,7/25/2018,,A2,"PROPOSED SCAFFOLD PLAN FOR INSPECTION AND/OR REMEDIAL REPAIR WORK ON THE BUILDING. THERE SHALL BE NO CHANGE IN USE, OCCUPANCY, OR EGRESS TO THE BUILDING."
M00069433-I1_Antenna,M00069433-I1,1001418,No,Permit Entire,,62,WEST BROADWAY,101,MANHATTAN,-74.01012,40.71468,Antenna,8/17/2018,8/17/2018,8/20/2018,8/20/2018,8/20/2018,8/20/2018,8/27/2018,8/27/2018,8/28/2018,,,,,A2,"Modification to existing Verizon telecommunications site. Replace 2 antennas on roof. All in conformance with TPPN 5/98. No change in use, egress, or occupancy."
M00031448-I1_Scaffold,M00031448-I1,1001435,Yes,Permit Entire,,45,MURRAY STREET,101,MANHATTAN,-74.00917,40.7142,Scaffold,3/30/2018,,,,,,,3/30/2018,9/24/2018,,3/30/2018,3/30/2018,,A2,"PROPOSED INSTALLATION OF PIPE SCAFFOLD FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION."
M00033265-I1_Fence,M00033265-I1,1001444,Yes,Permit Entire,,136,CHURCH STREET,101,MANHATTAN,-74.00875,40.71427,Fence,4/10/2018,,,,,,,4/11/2018,6/25/2018,,4/10/2018,4/10/2018,,A2,"filing for temporary construction fence"
M00072674-I1_Scaffold,M00072674-I1,1001453,Yes,Permit Entire,,125,CHURCH STREET,101,MANHATTAN,-74.00844,40.714,Scaffold,8/27/2018,,,,,,,8/27/2018,8/27/2018,,8/27/2018,8/27/2018,,A2,"INSTALLATION OF PIPE SCAFFOLD AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00038671-I1_Scaffold,M00038671-I1,1001465,Yes,Permit Entire,,149,CHURCH STREET,101,MANHATTAN,-74.00799,40.71452,Scaffold,5/18/2018,,,,,,,5/21/2018,5/21/2018,,5/18/2018,5/21/2018,,A2,"INSTALLATION OF SCAFFOLD AS PER DRAWINGS. SCAFFOLD SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION."
M00018129-I1_Side_Walk_Shed,M00018129-I1,1001470,Yes,Signed Off,5/17/2018,90,CHAMBERS STREET,101,MANHATTAN,-74.00743,40.71447,Side Walk Shed,2/9/2018,,,,,,,2/12/2018,4/3/2018,,2/9/2018,2/9/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00036106-I1_Fence,M00036106-I1,1001473,Yes,Permit Entire,,261,BROADWAY,101,MANHATTAN,-74.00697,40.71394,Fence,5/9/2018,,,,,,,5/9/2018,6/6/2018,,5/9/2018,5/9/2018,,A2,"INSTALL CONSTRUCTION FENCE IN CONJUNCTION WITH NYC DOB JOB NUMBER 123215172"
M00006242-I1_Scaffold,M00006242-I1,1001482,Yes,Signed Off,7/11/2018,126,CHAMBERS STREET,101,MANHATTAN,-74.00895,40.71516,Scaffold,12/21/2017,,,,,,,12/21/2017,4/12/2018,,12/21/2017,12/21/2017,,A2,"ALTERATION TYPE 3 - CONSTRUCTION EQUIPMENT - SCAFFOLD PROPOSED INSTALLATION OF PIPE SCAFFOLD FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION"
M00079355-I1_Scaffold,M00079355-I1,1001487,Yes,Permit Entire,,108,CHAMBERS STREET,101,MANHATTAN,-74.00825,40.71485,Scaffold,9/20/2018,,,,,,,9/20/2018,9/20/2018,,9/20/2018,9/20/2018,,A2,"Installation of temporary supported scaffold per plan submitted. Work shall comply with 2014 building codes chapter 33. No change in use, egress and/or occupancy with this application."
M00029328-I1_Scaffold,M00029328-I1,1001505,Yes,Permit Entire,,157,CHAMBERS STREET,101,MANHATTAN,-74.01016,40.71616,Scaffold,4/2/2018,,,,,,,4/3/2018,5/18/2018,,4/2/2018,4/2/2018,,A2,"INSTALLATION OF PIPE SCAFFOLD (+/-) 142'-0" LONG AND 12'-0" / 14'-0" / 22'-0"/38'-0" HIGH ON ROOF AND 8'-0" LONG AND 65'-0" HIGH STAIR TOWER ON SHED AS INDICATED ON PLANS. THERE WILL BE NO CHANGE IN THE USE, EGRESS, OR OCCUPANCY UNDER THIS APPLICATION."
M00076560-I1_Side_Walk_Shed,M00076560-I1,1001549,Yes,Permit Entire,,185,DUANE STREET,101,MANHATTAN,-74.01028,40.71757,Side Walk Shed,9/5/2018,,,,,,,9/5/2018,9/25/2018,,9/5/2018,9/5/2018,,A2,"INSTALLATION OF A HEAVY DUTY SIDEWALK SHED APPROXIMATELY 30' LONG AS PER PLANS DURING GENERAL CONSTRUCTION WORK. NO CHANGE IN USE, EGRESS OR OCCUPANCY. SIDEWALK SHED TO COMPLY WITH CHAPTER 33 OF NYC BUILDING CODE OF 2014."
M00070870-I1_Side_Walk_Shed,M00070870-I1,1001553,Yes,Permit Entire,,335,GREENWICH STREET,101,MANHATTAN,-74.0102,40.71792,Side Walk Shed,8/16/2018,,,,,,,8/20/2018,8/20/2018,,8/16/2018,8/16/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00018479-I1_Fence,M00018479-I1,1001573,Yes,Permit Entire,,42,HUDSON STREET,101,MANHATTAN,-74.00878,40.71719,Fence,2/12/2018,,,,,,,2/13/2018,3/5/2018,,2/12/2018,2/13/2018,2/13/2018,A2,"TEMPORARY PLACEMENT OF CONSTRUCTION FENCE DURING STOREFRONT RESTORATION @ GND. NO CHANGE IN EGRESS, OCCUPANCY OR USE UNDER THIS APPLICATION."
M00060533-I1_Fence,M00060533-I1,1001582,Yes,Applicant of Record Review,,121,CHAMBERS STREET,101,MANHATTAN,-74.00846,40.71551,Fence,,,,,,,,,,,,,,A2,"Installation of 25 feet long construction fence on the Reade Street and Chambers Street first floor facades as per drawings."
M00039216-I1_Sign,M00039216-I1,1001598,Yes,Permit Entire,,109,WEST BROADWAY,101,MANHATTAN,-74.00855,40.71607,Sign,5/29/2018,,,,,,,5/29/2018,5/29/2018,,5/29/2018,5/29/2018,,A2,"install banner on wall"
M00053251-I1_Side_Walk_Shed,M00053251-I1,1001606,Yes,Permit Entire,,131,DUANE STREET,101,MANHATTAN,-74.00746,40.71638,Side Walk Shed,6/18/2018,,,,,,,6/19/2018,7/26/2018,,6/18/2018,6/18/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00014812-I1_Sign,M00014812-I1,1001608,Yes,Permit Entire,,143,DUANE STREET,101,MANHATTAN,-74.00785,40.71656,Sign,2/26/2018,,,,,,,2/26/2018,3/2/2018,,2/26/2018,2/26/2018,,A2,"NON ILLUMINATED NON ADVERTISING ACCESSORY WALL SIGN. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
M00001924-P1_Side_Walk_Shed,M00001924-P1,1001615,Yes,Approved,,70,THOMAS STREET,101,MANHATTAN,-74.00775,40.7168,Side Walk Shed,3/13/2018,,,,,,,3/14/2018,,,3/13/2018,3/14/2018,,A2,"INSTALLATION OF A HEAVY DUTY SIDEWALK SHED AS PER PLANS IN CONJUNCTION WITH ALT 1. NO CHANGE IN USE, EGRESS OR OCCUPANCY. SIDEWALK SHED TO COMPLY WITH CHAPTER 33 OF NYC BUILDING CODE OF 2014."
M00051206-I1_Sign,M00051206-I1,1001654,Yes,Signed Off,8/6/2018,20,THOMAS STREET,101,MANHATTAN,-74.00599,40.71602,Sign,7/18/2018,,,,,,,7/24/2018,7/24/2018,,7/18/2018,7/19/2018,,A2,"Erect illuminated non advertising D/f vertical sign on wall. No change of use, egress or occupancy."
M00007400-I1_Antenna,M00007400-I1,1001657,No,Objections,,315,BROADWAY,101,MANHATTAN,-74.00539,40.71574,Antenna,3/18/2018,3/18/2018,3/19/2018,3/19/2018,3/19/2018,3/19/2018,,,,,,,,A2,"Replacement of existing telecommunications antennas on roof and facade.  Replacement of existing RRH units on roof.  Retrofit of cabinet and installation of RRH units in the existing equipment room in cellar.  All work in compliance with TPPN 5/98.  No change to occupancy, use, or egress."
M00040687-I1_Side_Walk_Shed,M00040687-I1,1001659,Yes,Permit Entire,,305,BROADWAY,101,MANHATTAN,-74.0056,40.71553,Side Walk Shed,5/11/2018,,,,,,,5/11/2018,5/11/2018,,5/11/2018,5/11/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00064220-I1_Side_Walk_Shed,M00064220-I1,1001673,Yes,Permit Entire,,52,DUANE STREET,101,MANHATTAN,-74.004,40.71424,Side Walk Shed,8/22/2018,,,,,,,8/22/2018,8/22/2018,,8/22/2018,8/22/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00024644-I1_Scaffold,M00024644-I1,1001688,Yes,Permit Entire,,20,MOTT STREET,103,MANHATTAN,-73.99852,40.71437,Scaffold,3/14/2018,,,,,,,3/16/2018,3/16/2018,,3/14/2018,3/15/2018,3/16/2018,A2,"INSTALLATION OF PIPE SCAFFOLD AS PER PLANS."
M00003991-I1_Scaffold,M00003991-I1,1001793,Yes,Permit Entire,,61,BAYARD STREET,103,MANHATTAN,-73.99803,40.71526,Scaffold,4/9/2018,,,,,,,4/9/2018,4/9/2018,,4/9/2018,4/9/2018,,A2,"INSTALLATION OF PIPE SCAFFOLD AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00020747-I1_Side_Walk_Shed,M00020747-I1,1001794,Yes,Signed Off,9/27/2018,57,BAYARD STREET,103,MANHATTAN,-73.99787,40.71519,Side Walk Shed,3/20/2018,,,,,,,3/21/2018,3/26/2018,,3/20/2018,3/20/2018,,A2,"INSTALLATION OF SIDEWALK SHED &  PIPE SCAFFOLD AS PER PLANS. SIDEWALK SHED OF LIVE LOAD 300 PSF. ALL WORK SHALL BE ACCORDING TO CHAPTER #33 OF THE 2014 NYC BUILDING CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
M00020747-I1_Scaffold,M00020747-I1,1001794,Yes,Signed Off,9/27/2018,57,BAYARD STREET,103,MANHATTAN,-73.99787,40.71519,Scaffold,3/20/2018,,,,,,,3/21/2018,3/26/2018,,3/20/2018,3/20/2018,,A2,"INSTALLATION OF SIDEWALK SHED &  PIPE SCAFFOLD AS PER PLANS. SIDEWALK SHED OF LIVE LOAD 300 PSF. ALL WORK SHALL BE ACCORDING TO CHAPTER #33 OF THE 2014 NYC BUILDING CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
M00014023-I1_Side_Walk_Shed,M00014023-I1,1001795,Yes,Permit Entire,,55,BAYARD STREET,103,MANHATTAN,-73.99779,40.71518,Side Walk Shed,2/12/2018,,,,,,,2/13/2018,4/5/2018,,2/12/2018,2/13/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED & PIPE SCAFFOLD AS PER PLANS. LIVE LOAD 300 PSF. SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE 2014 CODE NO CHANGE TO USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
M00014023-I1_Scaffold,M00014023-I1,1001795,Yes,Permit Entire,,55,BAYARD STREET,103,MANHATTAN,-73.99779,40.71518,Scaffold,2/12/2018,,,,,,,2/13/2018,4/5/2018,,2/12/2018,2/13/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED & PIPE SCAFFOLD AS PER PLANS. LIVE LOAD 300 PSF. SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE 2014 CODE NO CHANGE TO USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
M00067530-I1_Sign,M00067530-I1,1001796,Yes,Approved,,53,BAYARD STREET,103,MANHATTAN,-73.99771,40.71515,Sign,8/27/2018,,,,,,,8/28/2018,,,8/27/2018,8/28/2018,8/28/2018,A2,"INSTALLATION OF ILLUMINATED SIGN READING YUNSHANG RICE NOODLE HOUSE. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00001826-I1_Side_Walk_Shed,M00001826-I1,1001812,Yes,Permit Entire,,81,BAYARD STREET,103,MANHATTAN,-73.99888,40.71558,Side Walk Shed,11/4/2017,,,,,,,11/6/2017,1/22/2018,,11/5/2017,11/6/2017,,A2,"PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION. LIVE LOAD 300 PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER # 33 OF THE 2014 CODE"
M00026684-I1_Sign,M00026684-I1,1001818,Yes,Signed Off,8/17/2018,33,MOTT STREET,103,MANHATTAN,-73.99911,40.71499,Sign,4/10/2018,,,,,,,4/10/2018,4/11/2018,,4/10/2018,4/10/2018,,A2,"INSTALL ILLUMINATED SIGN ON WALL (EYE SOLUTIONS)"
M00002584-P1_Scaffold,M00002584-P1,1001833,Yes,Approved,,111,CENTRE STREET,101,MANHATTAN,-74.00143,40.71682,Scaffold,3/22/2018,,,,,,,3/23/2018,,,3/22/2018,3/22/2018,,A2,"INSTALLATION OF PIPE SCAFFOLD (+/-)870'-0" LONG AND 12'/20'-0" HIGH ON ROOF TO BULKHEAD AS INDICATED ON PLANS. THERE WILL BE NO CHANGE IN THE USE, EGRESS, OR OCCUPANCY UNDER THIS APPLICATION."
M00034925-I1_Scaffold,M00034925-I1,1001835,Yes,Permit Entire,,108,LEONARD STREET,101,MANHATTAN,-74.00339,40.71637,Scaffold,4/13/2018,,,,,,,4/16/2018,9/25/2018,,4/13/2018,4/13/2018,,A2,"INSTALLATION OF SCAFFOLD AS PER DRAWINGS. SCAFFOLD SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION."
M00079143-I1_Side_Walk_Shed,M00079143-I1,1001862,Yes,Permit Entire,,366,BROADWAY,101,MANHATTAN,-74.00309,40.71739,Side Walk Shed,9/13/2018,,,,,,,9/14/2018,9/14/2018,,9/13/2018,9/14/2018,,A2,"Installation of sidewalk shed as per plans."
M00079388-I1_Scaffold,M00079388-I1,1001866,Yes,Approved,,376,BROADWAY,101,MANHATTAN,-74.00281,40.71771,Scaffold,9/17/2018,,,,,,,9/20/2018,,,9/17/2018,9/18/2018,,A2,"PROPOSED INSTALLATION OF PIPE SCAFFOLD FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION"
M00012395-I1_Antenna,M00012395-I1,1001870,No,Permit Entire,,80,LAFAYETTE STREET,101,MANHATTAN,-74.0021,40.71718,Antenna,2/15/2018,2/15/2018,2/16/2018,2/16/2018,,,,2/16/2018,3/21/2018,,,,,A2,"Replacement of existing telecommunications antennas with replacement/installation of RRH units on roof. Removal/retrofit and installation of cabinets in the existing equipment room in cellar. All work in compliance with TPPN 5/98. No change to occupancy, use, or egress."
M00075857-I1_Side_Walk_Shed,M00075857-I1,1001871,Yes,Permit Entire,,70,LAFAYETTE STREET,101,MANHATTAN,-74.00211,40.71695,Side Walk Shed,8/31/2018,,,,,,,9/2/2018,9/2/2018,,8/31/2018,8/31/2018,,A2,"INSTALLATION OF TEMPORARY HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE.LIVE LOAD 300PSF."
M00041788-I1_Scaffold,M00041788-I1,1001883,Yes,Permit Entire,,93,WORTH STREET,101,MANHATTAN,-74.00484,40.71661,Scaffold,5/8/2018,,,,,,,5/9/2018,5/9/2018,,5/8/2018,5/8/2018,,A2,"ALTERATION TYPE 3 - CONSTRUCTION EQUIPMENT - SCAFFOLD PROPOSED INSTALLATION OF PIPE SCAFFOLD FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION"
M00050701-I1_Scaffold,M00050701-I1,1001886,Yes,Permit Entire,,79,LEONARD STREET,101,MANHATTAN,-74.00491,40.71751,Scaffold,6/19/2018,,,,,,,6/19/2018,7/25/2018,,6/19/2018,6/19/2018,,A2,"INSTALLATION OF PIPE SCAFFOLD AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00048173-I1_Side_Walk_Shed,M00048173-I1,1001905,Yes,Permit Entire,,361,BROADWAY,101,MANHATTAN,-74.00399,40.7175,Side Walk Shed,5/29/2018,,,,,,,5/29/2018,7/31/2018,,5/29/2018,5/29/2018,,A2,"INSTALLATION OF SIDEWALK SHED AS PER PLAN."
M00070409-I1_Fence,M00070409-I1,1001906,Yes,Permit Entire,,359,BROADWAY,101,MANHATTAN,-74.00407,40.7174,Fence,9/18/2018,,,,,,,9/18/2018,9/27/2018,,9/18/2018,9/18/2018,,A2,"installation of plywood fence at exterior of building within 3ft of property line."
M00001325-I1_Sign,M00001325-I1,1001924,Yes,Permit Entire,,271,CHURCH STREET,101,MANHATTAN,-74.00496,40.71829,Sign,11/27/2017,,,,,,,11/27/2017,12/4/2017,,11/27/2017,11/27/2017,,A2,"NON ILLUMINATED NON ADVERTISING ACCESSORY SIGN. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
M00042103-I1_Scaffold,M00042103-I1,1001931,Yes,Permit Entire,,41,WHITE STREET,101,MANHATTAN,-74.0045,40.71846,Scaffold,5/9/2018,,,,,,,5/9/2018,5/9/2018,,5/9/2018,5/9/2018,,A2,"PROPOSED INSTALLATION OF PIPE SCAFFOLD FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION"
M00042107-I1_Scaffold,M00042107-I1,1001932,Yes,Permit Entire,,45,WHITE STREET,101,MANHATTAN,-74.00438,40.7184,Scaffold,5/9/2018,,,,,,,5/9/2018,5/10/2018,,5/9/2018,5/9/2018,,A2,"PROPOSED INSTALLATION OF PIPE SCAFFOLD FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION"
M00003258-I1_Side_Walk_Shed,M00003258-I1,1001965,Yes,Permit Entire,,177,WEST BROADWAY,101,MANHATTAN,-74.0071,40.71784,Side Walk Shed,11/30/2017,,,,,,,11/30/2017,11/30/2017,,11/30/2017,11/30/2017,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED FOR REMEDIAL REPAIRS AS PER PLANS.  NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION.  SIDEWALK SHED SHALL COMPLY WITH CHAPTER 33 OF THE 2014 NYC BUILDING CODE."
M00020456-I1_Sign,M00020456-I1,1001976,No,Approved,,111,FRANKLIN STREET,101,MANHATTAN,-74.00609,40.71838,Sign,3/20/2018,3/20/2018,3/20/2018,3/20/2018,3/26/2018,4/20/2018,5/7/2018,5/7/2018,,,,,,A2,"PROPOSED NEW 15'-0" x 0'-8" NON-ILLUMINATED SIGN. NO CHANGE IN OCCUPANCY, USE OR EGRESS."
